Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
SP1,24-11-2002,Celta,Osasuna,0,0,D
SP1,24-11-2002,Malaga,Alaves,0,0,D
SP1,24-11-2002,Mallorca,Villarreal,1,1,D
SP1,24-11-2002,Recreativo,Santander,2,1,H
SP1,24-11-2002,Valencia,Valladolid,2,0,H
SP1,30-11-2002,Osasuna,Ath Madrid,1,0,H
SP1,01-12-2002,Alaves,Valencia,0,0,D
SP1,01-12-2002,Betis,Ath Bilbao,1,0,H
SP1,01-12-2002,Espanol,Vallecano,3,1,H
SP1,01-12-2002,La Coruna,Mallorca,2,2,D
SP1,01-12-2002,Santander,Malaga,1,0,H
SP1,01-12-2002,Sociedad,Barcelona,2,1,H
SP1,01-12-2002,Valladolid,Celta,0,2,A
SP1,01-12-2002,Villarreal,Recreativo,1,0,H
SP1,07-12-2002,Malaga,Villarreal,1,1,D
SP1,07-12-2002,Recreativo,La Coruna,1,1,D
SP1,07-12-2002,Sevilla,Sociedad,0,1,A
SP1,07-12-2002,Valencia,Santander,2,0,H
SP1,07-12-2002,Vallecano,Barcelona,1,0,H
SP1,08-12-2002,Ath Bilbao,Osasuna,1,3,A
SP1,08-12-2002,Ath Madrid,Valladolid,1,0,H
SP1,08-12-2002,Celta,Alaves,2,1,H
SP1,08-12-2002,Espanol,Betis,2,4,A
SP1,08-12-2002,Mallorca,Real Madrid,1,5,A
SP1,14-12-2002,Alaves,Ath Madrid,2,0,H
SP1,14-12-2002,Villarreal,Valencia,0,2,A
SP1,15-12-2002,Barcelona,Sevilla,0,3,A
SP1,15-12-2002,Betis,Vallecano,0,1,A
SP1,15-12-2002,La Coruna,Malaga,1,0,H
SP1,15-12-2002,Osasuna,Espanol,1,0,H
SP1,15-12-2002,Real Madrid,Recreativo,4,2,H
SP1,15-12-2002,Santander,Celta,3,0,H
SP1,15-12-2002,Sociedad,Mallorca,2,1,H
SP1,15-12-2002,Valladolid,Ath Bilbao,2,0,H
SP1,21-12-2002,Ath Bilbao,Alaves,2,0,H
SP1,21-12-2002,Ath Madrid,Santander,1,2,A
SP1,21-12-2002,Celta,Villarreal,3,1,H
SP1,21-12-2002,Malaga,Real Madrid,2,3,A
SP1,21-12-2002,Mallorca,Barcelona,0,4,A
SP1,21-12-2002,Vallecano,Sevilla,0,1,A
SP1,22-12-2002,Betis,Osasuna,2,1,H
SP1,22-12-2002,Espanol,Valladolid,1,0,H
SP1,22-12-2002,Recreativo,Sociedad,1,3,A
SP1,22-12-2002,Valencia,La Coruna,0,1,A
SP1,02-01-2003,Real Madrid,Sevilla,3,0,H
SP1,04-01-2003,La Coruna,Celta,3,0,H
SP1,04-01-2003,Osasuna,Vallecano,0,1,A
SP1,04-01-2003,Santander,Ath Bilbao,3,4,A
SP1,04-01-2003,Valladolid,Betis,3,0,H
SP1,05-01-2003,Alaves,Espanol,2,1,H
SP1,05-01-2003,Barcelona,Recreativo,3,0,H
SP1,05-01-2003,Real Madrid,Valencia,4,1,H
SP1,05-01-2003,Sevilla,Mallorca,3,0,H
SP1,05-01-2003,Sociedad,Malaga,2,2,D
SP1,05-01-2003,Villarreal,Ath Madrid,4,3,H
SP1,11-01-2003,Celta,Real Madrid,0,1,A
SP1,11-01-2003,Valencia,Sociedad,2,2,D
SP1,12-01-2003,Ath Bilbao,Villarreal,0,1,A
SP1,12-01-2003,Ath Madrid,La Coruna,3,1,H
SP1,12-01-2003,Betis,Alaves,2,2,D
SP1,12-01-2003,Espanol,Santander,3,0,H
SP1,12-01-2003,Malaga,Barcelona,0,0,D
SP1,12-01-2003,Osasuna,Valladolid,1,1,D
SP1,12-01-2003,Recreativo,Sevilla,0,0,D
SP1,12-01-2003,Vallecano,Mallorca,1,2,A
SP1,18-01-2003,Barcelona,Valencia,2,4,A
SP1,18-01-2003,Sociedad,Celta,1,0,H
SP1,19-01-2003,Alaves,Osasuna,1,1,D
SP1,19-01-2003,La Coruna,Ath Bilbao,2,1,H
SP1,19-01-2003,Mallorca,Recreativo,1,1,D
SP1,19-01-2003,Real Madrid,Ath Madrid,2,2,D
SP1,19-01-2003,Santander,Betis,0,1,A
SP1,19-01-2003,Sevilla,Malaga,0,0,D
SP1,19-01-2003,Vallecano,Valladolid,0,1,A
SP1,19-01-2003,Villarreal,Espanol,0,0,D
SP1,25-01-2003,Ath Madrid,Sociedad,1,2,A
SP1,26-01-2003,Ath Bilbao,Real Madrid,1,1,D
SP1,26-01-2003,Betis,Villarreal,2,1,H
SP1,26-01-2003,Celta,Barcelona,2,0,H
SP1,26-01-2003,Espanol,La Coruna,3,1,H
SP1,26-01-2003,Malaga,Mallorca,1,0,H
SP1,26-01-2003,Osasuna,Santander,3,1,H
SP1,26-01-2003,Recreativo,Vallecano,2,1,H
SP1,26-01-2003,Valencia,Sevilla,1,0,H
SP1,26-01-2003,Valladolid,Alaves,1,3,A
SP1,01-02-2003,Ath Madrid,Barcelona,3,0,H
SP1,02-02-2003,Alaves,Vallecano,1,1,D
SP1,02-02-2003,Ath Bilbao,Sociedad,3,0,H
SP1,02-02-2003,Betis,La Coruna,0,2,A
SP1,02-02-2003,Celta,Sevilla,0,1,A
SP1,02-02-2003,Espanol,Real Madrid,2,2,D
SP1,02-02-2003,Malaga,Recreativo,4,0,H
SP1,02-02-2003,Osasuna,Villarreal,0,1,A
SP1,02-02-2003,Valencia,Mallorca,1,0,H
SP1,02-02-2003,Valladolid,Santander,2,1,H
SP1,08-02-2003,Real Madrid,Betis,4,1,H
SP1,08-02-2003,Villarreal,Valladolid,1,0,H
SP1,09-02-2003,Barcelona,Ath Bilbao,2,2,D
SP1,09-02-2003,La Coruna,Osasuna,1,1,D
SP1,09-02-2003,Mallorca,Celta,0,2,A
SP1,09-02-2003,Recreativo,Valencia,1,1,D
SP1,09-02-2003,Santander,Alaves,2,0,H
SP1,09-02-2003,Sevilla,Ath Madrid,1,1,D
SP1,09-02-2003,Sociedad,Espanol,0,0,D
SP1,09-02-2003,Vallecano,Malaga,2,1,H
SP1,15-02-2003,Espanol,Barcelona,0,2,A
SP1,15-02-2003,Valencia,Malaga,2,0,H
SP1,15-02-2003,Valladolid,La Coruna,0,1,A
SP1,16-02-2003,Alaves,Villarreal,1,0,H
SP1,16-02-2003,Ath Bilbao,Sevilla,2,0,H
SP1,16-02-2003,Ath Madrid,Mallorca,2,1,H
SP1,16-02-2003,Betis,Sociedad,3,2,H
SP1,16-02-2003,Celta,Recreativo,4,1,H
SP1,16-02-2003,Osasuna,Real Madrid,1,0,H
SP1,16-02-2003,Santander,Vallecano,2,0,H
SP1,22-02-2003,Barcelona,Betis,4,0,H
SP1,22-02-2003,La Coruna,Alaves,6,0,H
SP1,22-02-2003,Real Madrid,Valladolid,3,1,H
SP1,23-02-2003,Malaga,Celta,1,1,D
SP1,23-02-2003,Mallorca,Ath Bilbao,1,1,D
SP1,23-02-2003,Recreativo,Ath Madrid,3,0,H
SP1,23-02-2003,Sevilla,Espanol,1,0,H
SP1,23-02-2003,Sociedad,Osasuna,2,0,H
SP1,23-02-2003,Vallecano,Valencia,0,4,A
SP1,23-02-2003,Villarreal,Santander,0,3,A
SP1,01-03-2003,Alaves,Real Madrid,1,5,A
SP1,01-03-2003,Ath Bilbao,Recreativo,2,3,A
SP1,01-03-2003,Espanol,Mallorca,2,0,H
SP1,02-03-2003,Ath Madrid,Malaga,2,1,H
SP1,02-03-2003,Betis,Sevilla,0,1,A
SP1,02-03-2003,Celta,Valencia,1,1,D
SP1,02-03-2003,Osasuna,Barcelona,2,2,D
SP1,02-03-2003,Santander,La Coruna,1,2,A
SP1,02-03-2003,Valladolid,Sociedad,3,0,H
SP1,02-03-2003,Villarreal,Vallecano,2,1,H
SP1,08-03-2003,Barcelona,Valladolid,1,1,D
SP1,08-03-2003,La Coruna,Villarreal,2,1,H
SP1,08-03-2003,Real Madrid,Santander,4,1,H
SP1,08-03-2003,Valencia,Ath Madrid,0,1,A
SP1,09-03-2003,Malaga,Ath Bilbao,3,0,H
SP1,09-03-2003,Mallorca,Betis,2,1,H
SP1,09-03-2003,Recreativo,Espanol,0,0,D
SP1,09-03-2003,Sevilla,Osasuna,2,0,H
SP1,09-03-2003,Sociedad,Alaves,3,1,H
SP1,09-03-2003,Vallecano,Celta,1,0,H
SP1,15-03-2003,La Coruna,Vallecano,2,0,H
SP1,15-03-2003,Santander,Sociedad,1,2,A
SP1,15-03-2003,Villarreal,Real Madrid,0,1,A
SP1,16-03-2003,Alaves,Barcelona,0,0,D
SP1,16-03-2003,Ath Bilbao,Valencia,1,0,H
SP1,16-03-2003,Ath Madrid,Celta,0,1,A
SP1,16-03-2003,Betis,Recreativo,1,1,D
SP1,16-03-2003,Espanol,Malaga,2,1,H
SP1,16-03-2003,Osasuna,Mallorca,0,0,D
SP1,16-03-2003,Valladolid,Sevilla,0,0,D
SP1,22-03-2003,Vallecano,Ath Madrid,0,0,D
SP1,23-03-2003,Barcelona,Santander,6,1,H
SP1,23-03-2003,Celta,Ath Bilbao,2,1,H
SP1,23-03-2003,Malaga,Betis,0,0,D
SP1,23-03-2003,Mallorca,Valladolid,2,1,H
SP1,23-03-2003,Real Madrid,La Coruna,2,0,H
SP1,23-03-2003,Recreativo,Osasuna,1,1,D
SP1,23-03-2003,Sevilla,Alaves,3,2,H
SP1,23-03-2003,Sociedad,Villarreal,2,2,D
SP1,23-03-2003,Valencia,Espanol,1,1,D
SP1,05-04-2003,Betis,Valencia,2,0,H
SP1,05-04-2003,Espanol,Celta,0,0,D
SP1,05-04-2003,Real Madrid,Vallecano,3,1,H
SP1,05-04-2003,Villarreal,Barcelona,2,0,H
SP1,06-04-2003,Alaves,Mallorca,0,0,D
SP1,06-04-2003,Ath Bilbao,Ath Madrid,1,0,H
SP1,06-04-2003,La Coruna,Sociedad,2,1,H
SP1,06-04-2003,Osasuna,Malaga,0,1,A
SP1,06-04-2003,Santander,Sevilla,1,0,H
SP1,06-04-2003,Valladolid,Recreativo,0,1,A
SP1,12-04-2003,Barcelona,La Coruna,2,4,A
SP1,12-04-2003,Sevilla,Villarreal,3,1,H
SP1,13-04-2003,Ath Madrid,Espanol,3,3,D
SP1,13-04-2003,Celta,Betis,1,0,H
SP1,13-04-2003,Malaga,Valladolid,1,0,H
SP1,13-04-2003,Mallorca,Santander,3,3,D
SP1,13-04-2003,Recreativo,Alaves,1,0,H
SP1,13-04-2003,Sociedad,Real Madrid,4,2,H
SP1,13-04-2003,Valencia,Osasuna,1,0,H
SP1,13-04-2003,Vallecano,Ath Bilbao,1,1,D
SP1,19-04-2003,Real Madrid,Barcelona,1,1,D
SP1,19-04-2003,Valladolid,Valencia,1,0,H
SP1,19-04-2003,Villarreal,Mallorca,1,1,D
SP1,20-04-2003,Alaves,Malaga,0,1,A
SP1,20-04-2003,Betis,Ath Madrid,2,2,D
SP1,20-04-2003,Espanol,Ath Bilbao,3,3,D
SP1,20-04-2003,La Coruna,Sevilla,3,1,H
SP1,20-04-2003,Osasuna,Celta,0,2,A
SP1,20-04-2003,Santander,Recreativo,1,0,H
SP1,20-04-2003,Sociedad,Vallecano,5,0,H
SP1,26-04-2003,Ath Bilbao,Betis,3,1,H
SP1,26-04-2003,Ath Madrid,Osasuna,0,1,A
SP1,27-04-2003,Barcelona,Sociedad,2,1,H
SP1,27-04-2003,Celta,Valladolid,0,0,D
SP1,27-04-2003,Malaga,Santander,2,2,D
SP1,27-04-2003,Mallorca,La Coruna,3,0,H
SP1,27-04-2003,Recreativo,Villarreal,5,0,H
SP1,27-04-2003,Sevilla,Real Madrid,1,3,A
SP1,27-04-2003,Valencia,Alaves,3,0,H
SP1,27-04-2003,Vallecano,Espanol,0,3,A
SP1,03-05-2003,Real Madrid,Mallorca,1,5,A
SP1,03-05-2003,Sociedad,Sevilla,1,0,H
SP1,04-05-2003,Alaves,Celta,0,0,D
SP1,04-05-2003,Barcelona,Vallecano,3,0,H
SP1,04-05-2003,Betis,Espanol,1,1,D
SP1,04-05-2003,La Coruna,Recreativo,5,0,H
SP1,04-05-2003,Osasuna,Ath Bilbao,1,5,A
SP1,04-05-2003,Santander,Valencia,2,1,H
SP1,04-05-2003,Valladolid,Ath Madrid,3,1,H
SP1,04-05-2003,Villarreal,Malaga,0,0,D
SP1,10-05-2003,Ath Bilbao,Valladolid,0,0,D
SP1,10-05-2003,Ath Madrid,Alaves,0,1,A
SP1,10-05-2003,Espanol,Osasuna,0,0,D
SP1,10-05-2003,Malaga,La Coruna,0,2,A
SP1,10-05-2003,Recreativo,Real Madrid,0,0,D
SP1,11-05-2003,Celta,Santander,2,2,D
SP1,11-05-2003,Mallorca,Sociedad,1,3,A
SP1,11-05-2003,Sevilla,Barcelona,0,0,D
SP1,11-05-2003,Valencia,Villarreal,1,2,A
SP1,11-05-2003,Vallecano,Betis,1,1,D
SP1,17-05-2003,La Coruna,Valencia,1,2,A
SP1,17-05-2003,Santander,Ath Madrid,0,2,A
SP1,18-05-2003,Alaves,Ath Bilbao,2,4,A
SP1,18-05-2003,Barcelona,Mallorca,1,2,A
SP1,18-05-2003,Osasuna,Betis,2,1,H
SP1,18-05-2003,Real Madrid,Malaga,5,1,H
SP1,18-05-2003,Sevilla,Vallecano,3,3,D
SP1,18-05-2003,Sociedad,Recreativo,1,0,H
SP1,18-05-2003,Valladolid,Espanol,1,1,D
SP1,18-05-2003,Villarreal,Celta,5,0,H
SP1,24-05-2003,Ath Bilbao,Santander,2,1,H
SP1,24-05-2003,Ath Madrid,Villarreal,3,2,H
SP1,24-05-2003,Celta,La Coruna,3,0,H
SP1,24-05-2003,Valencia,Real Madrid,1,2,A
SP1,24-05-2003,Vallecano,Osasuna,0,0,D
SP1,25-05-2003,Betis,Valladolid,2,2,D
SP1,25-05-2003,Espanol,Alaves,3,1,H
SP1,25-05-2003,Malaga,Sociedad,0,2,A
SP1,25-05-2003,Mallorca,Sevilla,1,3,A
SP1,25-05-2003,Recreativo,Barcelona,1,3,A
SP1,31-05-2003,Real Madrid,Celta,1,1,D
SP1,01-06-2003,Alaves,Betis,0,1,A
SP1,01-06-2003,Barcelona,Malaga,2,1,H
SP1,01-06-2003,La Coruna,Ath Madrid,3,2,H
SP1,01-06-2003,Mallorca,Vallecano,1,1,D
SP1,01-06-2003,Santander,Espanol,5,2,H
SP1,01-06-2003,Sevilla,Recreativo,1,0,H
SP1,01-06-2003,Sociedad,Valencia,1,1,D
SP1,01-06-2003,Valladolid,Osasuna,0,2,A
SP1,01-06-2003,Villarreal,Ath Bilbao,1,1,D
SP1,14-06-2003,Valladolid,Vallecano,2,0,H
SP1,15-06-2003,Ath Bilbao,La Coruna,3,2,H
SP1,15-06-2003,Ath Madrid,Real Madrid,0,4,A
SP1,15-06-2003,Betis,Santander,4,2,H
SP1,15-06-2003,Celta,Sociedad,3,2,H
SP1,15-06-2003,Espanol,Villarreal,2,2,D
SP1,15-06-2003,Malaga,Sevilla,3,2,H
SP1,15-06-2003,Osasuna,Alaves,4,2,H
SP1,15-06-2003,Recreativo,Mallorca,1,1,D
SP1,15-06-2003,Valencia,Barcelona,1,3,A
SP1,21-06-2003,Alaves,Valladolid,1,1,D
SP1,21-06-2003,La Coruna,Espanol,2,1,H
SP1,21-06-2003,Mallorca,Malaga,1,0,H
SP1,21-06-2003,Santander,Osasuna,2,3,A
SP1,21-06-2003,Sevilla,Valencia,0,3,A
SP1,21-06-2003,Vallecano,Recreativo,0,0,D
SP1,22-06-2003,Barcelona,Celta,2,0,H
SP1,22-06-2003,Real Madrid,Ath Bilbao,3,1,H
SP1,22-06-2003,Sociedad,Ath Madrid,3,0,H
SP1,22-06-2003,Villarreal,Betis,1,4,A
SP1,30-08-2003,Albacete,Osasuna,0,2,A
SP1,30-08-2003,Ath Bilbao,Barcelona,0,1,A
SP1,30-08-2003,Espanol,Sociedad,1,1,D
SP1,30-08-2003,Malaga,Villarreal,0,0,D
SP1,30-08-2003,Real Madrid,Betis,2,1,H
SP1,30-08-2003,Valencia,Valladolid,1,1,D
SP1,31-08-2003,Celta,Murcia,1,1,D
SP1,31-08-2003,Santander,Mallorca,2,1,H
SP1,31-08-2003,Sevilla,Ath Madrid,1,0,H
SP1,31-08-2003,Zaragoza,La Coruna,0,1,A
SP1,02-09-2003,Osasuna,Valencia,0,1,A
SP1,02-09-2003,Sociedad,Celta,1,1,D
SP1,02-09-2003,Villarreal,Real Madrid,1,1,D
SP1,03-09-2003,Ath Madrid,Albacete,1,0,H
SP1,03-09-2003,Barcelona,Sevilla,1,1,D
SP1,03-09-2003,Betis,Espanol,2,2,D
SP1,03-09-2003,La Coruna,Ath Bilbao,2,0,H
SP1,03-09-2003,Mallorca,Zaragoza,2,0,H
SP1,03-09-2003,Murcia,Santander,1,1,D
SP1,03-09-2003,Valladolid,Malaga,1,0,H
SP1,13-09-2003,Celta,Betis,0,2,A
SP1,13-09-2003,Real Madrid,Valladolid,7,2,H
SP1,13-09-2003,Santander,Sociedad,0,1,A
SP1,13-09-2003,Sevilla,La Coruna,1,2,A
SP1,14-09-2003,Albacete,Barcelona,1,2,A
SP1,14-09-2003,Ath Bilbao,Mallorca,4,0,H
SP1,14-09-2003,Espanol,Villarreal,1,2,A
SP1,14-09-2003,Osasuna,Ath Madrid,1,0,H
SP1,14-09-2003,Valencia,Malaga,1,0,H
SP1,14-09-2003,Zaragoza,Murcia,3,0,H
SP1,20-09-2003,Ath Madrid,Valencia,0,3,A
SP1,20-09-2003,Barcelona,Osasuna,1,1,D
SP1,21-09-2003,Betis,Santander,0,0,D
SP1,21-09-2003,La Coruna,Albacete,3,0,H
SP1,21-09-2003,Malaga,Real Madrid,1,3,A
SP1,21-09-2003,Mallorca,Sevilla,1,1,D
SP1,21-09-2003,Murcia,Ath Bilbao,2,2,D
SP1,21-09-2003,Sociedad,Zaragoza,3,0,H
SP1,21-09-2003,Valladolid,Espanol,3,1,H
SP1,21-09-2003,Villarreal,Celta,1,1,D
SP1,27-09-2003,Ath Bilbao,Sociedad,1,0,H
SP1,27-09-2003,Celta,Valladolid,3,2,H
SP1,27-09-2003,Osasuna,La Coruna,3,2,H
SP1,27-09-2003,Valencia,Real Madrid,2,0,H
SP1,28-09-2003,Albacete,Mallorca,2,0,H
SP1,28-09-2003,Ath Madrid,Barcelona,0,0,D
SP1,28-09-2003,Espanol,Malaga,1,2,A
SP1,28-09-2003,Santander,Villarreal,0,2,A
SP1,28-09-2003,Sevilla,Murcia,1,0,H
SP1,28-09-2003,Zaragoza,Betis,0,1,A
SP1,04-10-2003,Betis,Ath Bilbao,1,1,D
SP1,04-10-2003,La Coruna,Ath Madrid,5,1,H
SP1,04-10-2003,Villarreal,Zaragoza,1,1,D
SP1,05-10-2003,Barcelona,Valencia,0,1,A
SP1,05-10-2003,Malaga,Celta,2,1,H
SP1,05-10-2003,Mallorca,Osasuna,1,1,D
SP1,05-10-2003,Murcia,Albacete,1,0,H
SP1,05-10-2003,Real Madrid,Espanol,2,1,H
SP1,05-10-2003,Sociedad,Sevilla,1,1,D
SP1,05-10-2003,Valladolid,Santander,0,4,A
SP1,18-10-2003,Albacete,Sociedad,3,1,H
SP1,18-10-2003,Barcelona,La Coruna,0,2,A
SP1,18-10-2003,Celta,Real Madrid,0,2,A
SP1,19-10-2003,Ath Bilbao,Villarreal,2,0,H
SP1,19-10-2003,Ath Madrid,Mallorca,2,1,H
SP1,19-10-2003,Osasuna,Murcia,2,1,H
SP1,19-10-2003,Santander,Malaga,4,2,H
SP1,19-10-2003,Sevilla,Betis,2,2,D
SP1,19-10-2003,Valencia,Espanol,4,0,H
SP1,19-10-2003,Zaragoza,Valladolid,1,0,H
SP1,25-10-2003,La Coruna,Valencia,2,1,H
SP1,25-10-2003,Malaga,Zaragoza,2,1,H
SP1,25-10-2003,Real Madrid,Santander,3,1,H
SP1,26-10-2003,Betis,Albacete,3,2,H
SP1,26-10-2003,Espanol,Celta,0,4,A
SP1,26-10-2003,Mallorca,Barcelona,1,3,A
SP1,26-10-2003,Murcia,Ath Madrid,1,3,A
SP1,26-10-2003,Sociedad,Osasuna,1,0,H
SP1,26-10-2003,Valladolid,Ath Bilbao,2,0,H
SP1,26-10-2003,Villarreal,Sevilla,3,3,D
SP1,28-10-2003,Zaragoza,Real Madrid,0,0,D
SP1,29-10-2003,Albacete,Villarreal,2,0,H
SP1,29-10-2003,Ath Bilbao,Malaga,2,1,H
SP1,29-10-2003,Barcelona,Murcia,3,0,H
SP1,29-10-2003,La Coruna,Mallorca,0,2,A
SP1,29-10-2003,Osasuna,Betis,2,0,H
SP1,29-10-2003,Santander,Espanol,0,1,A
SP1,29-10-2003,Sevilla,Valladolid,1,1,D
SP1,29-10-2003,Valencia,Celta,2,2,D
SP1,30-10-2003,Ath Madrid,Sociedad,4,0,H
SP1,01-11-2003,Celta,Santander,0,1,A
SP1,01-11-2003,Murcia,La Coruna,0,0,D
SP1,01-11-2003,Real Madrid,Ath Bilbao,3,0,H
SP1,02-11-2003,Betis,Ath Madrid,1,2,A
SP1,02-11-2003,Espanol,Zaragoza,0,2,A
SP1,02-11-2003,Malaga,Sevilla,2,0,H
SP1,02-11-2003,Mallorca,Valencia,0,5,A
SP1,02-11-2003,Sociedad,Barcelona,3,3,D
SP1,02-11-2003,Valladolid,Albacete,2,0,H
SP1,02-11-2003,Villarreal,Osasuna,1,0,H
SP1,08-11-2003,Ath Bilbao,Espanol,1,0,H
SP1,08-11-2003,La Coruna,Sociedad,2,1,H
SP1,08-11-2003,Zaragoza,Celta,1,1,D
SP1,09-11-2003,Albacete,Malaga,0,1,A
SP1,09-11-2003,Ath Madrid,Villarreal,1,0,H
SP1,09-11-2003,Barcelona,Betis,2,1,H
SP1,09-11-2003,Mallorca,Murcia,4,1,H
SP1,09-11-2003,Osasuna,Valladolid,1,1,D
SP1,09-11-2003,Sevilla,Real Madrid,4,1,H
SP1,09-11-2003,Valencia,Santander,1,2,A
SP1,22-11-2003,Betis,La Coruna,0,0,D
SP1,22-11-2003,Sociedad,Mallorca,0,1,A
SP1,22-11-2003,Villarreal,Barcelona,2,1,H
SP1,23-11-2003,Celta,Ath Bilbao,0,2,A
SP1,23-11-2003,Espanol,Sevilla,1,0,H
SP1,23-11-2003,Malaga,Osasuna,0,0,D
SP1,23-11-2003,Murcia,Valencia,2,2,D
SP1,23-11-2003,Real Madrid,Albacete,2,1,H
SP1,23-11-2003,Santander,Zaragoza,1,2,A
SP1,23-11-2003,Valladolid,Ath Madrid,3,1,H
SP1,29-11-2003,Ath Madrid,Malaga,2,0,H
SP1,29-11-2003,Murcia,Sociedad,2,2,D
SP1,29-11-2003,Osasuna,Real Madrid,1,1,D
SP1,29-11-2003,Valencia,Zaragoza,3,2,H
SP1,30-11-2003,Albacete,Espanol,2,1,H
SP1,30-11-2003,Ath Bilbao,Santander,1,2,A
SP1,30-11-2003,Barcelona,Valladolid,0,0,D
SP1,30-11-2003,La Coruna,Villarreal,0,1,A
SP1,30-11-2003,Mallorca,Betis,2,1,H
SP1,30-11-2003,Sevilla,Celta,0,1,A
SP1,02-12-2003,Sociedad,Valencia,0,0,D
SP1,03-12-2003,Betis,Murcia,1,1,D
SP1,03-12-2003,Celta,Albacete,2,2,D
SP1,03-12-2003,Espanol,Osasuna,0,1,A
SP1,03-12-2003,Malaga,Barcelona,5,1,H
SP1,03-12-2003,Real Madrid,Ath Madrid,2,0,H
SP1,03-12-2003,Valladolid,La Coruna,1,1,D
SP1,03-12-2003,Villarreal,Mallorca,0,2,A
SP1,04-12-2003,Santander,Sevilla,0,4,A
SP1,04-12-2003,Zaragoza,Ath Bilbao,2,2,D
SP1,06-12-2003,Barcelona,Real Madrid,1,2,A
SP1,06-12-2003,La Coruna,Malaga,1,0,H
SP1,06-12-2003,Osasuna,Celta,3,2,H
SP1,06-12-2003,Sociedad,Betis,0,4,A
SP1,07-12-2003,Albacete,Santander,4,0,H
SP1,07-12-2003,Ath Madrid,Espanol,2,0,H
SP1,07-12-2003,Mallorca,Valladolid,1,0,H
SP1,07-12-2003,Murcia,Villarreal,1,1,D
SP1,07-12-2003,Sevilla,Zaragoza,3,2,H
SP1,07-12-2003,Valencia,Ath Bilbao,2,1,H
SP1,13-12-2003,Celta,Ath Madrid,2,2,D
SP1,13-12-2003,Espanol,Barcelona,1,3,A
SP1,13-12-2003,Villarreal,Sociedad,2,0,H
SP1,14-12-2003,Ath Bilbao,Sevilla,2,1,H
SP1,14-12-2003,Betis,Valencia,0,1,A
SP1,14-12-2003,Malaga,Mallorca,3,1,H
SP1,14-12-2003,Real Madrid,La Coruna,2,1,H
SP1,14-12-2003,Santander,Osasuna,0,0,D
SP1,14-12-2003,Valladolid,Murcia,0,0,D
SP1,14-12-2003,Zaragoza,Albacete,0,1,A
SP1,20-12-2003,Ath Madrid,Santander,2,2,D
SP1,20-12-2003,Sociedad,Valladolid,1,3,A
SP1,20-12-2003,Valencia,Sevilla,1,0,H
SP1,21-12-2003,Albacete,Ath Bilbao,1,1,D
SP1,21-12-2003,Barcelona,Celta,1,1,D
SP1,21-12-2003,Betis,Villarreal,1,3,A
SP1,21-12-2003,La Coruna,Espanol,2,1,H
SP1,21-12-2003,Mallorca,Real Madrid,1,3,A
SP1,21-12-2003,Murcia,Malaga,1,2,A
SP1,21-12-2003,Osasuna,Zaragoza,0,1,A
SP1,03-01-2004,Celta,La Coruna,0,5,A
SP1,03-01-2004,Real Madrid,Murcia,1,0,H
SP1,03-01-2004,Zaragoza,Ath Madrid,0,0,D
SP1,04-01-2004,Ath Bilbao,Osasuna,1,1,D
SP1,04-01-2004,Espanol,Mallorca,2,0,H
SP1,04-01-2004,Malaga,Sociedad,1,2,A
SP1,04-01-2004,Santander,Barcelona,3,0,H
SP1,04-01-2004,Sevilla,Albacete,2,0,H
SP1,04-01-2004,Valencia,Villarreal,4,2,H
SP1,04-01-2004,Valladolid,Betis,0,0,D
SP1,10-01-2004,Albacete,Valencia,0,1,A
SP1,10-01-2004,Mallorca,Celta,2,4,A
SP1,10-01-2004,Sociedad,Real Madrid,1,0,H
SP1,11-01-2004,Ath Madrid,Ath Bilbao,3,0,H
SP1,11-01-2004,Barcelona,Zaragoza,3,0,H
SP1,11-01-2004,Betis,Malaga,3,0,H
SP1,11-01-2004,La Coruna,Santander,1,1,D
SP1,11-01-2004,Murcia,Espanol,0,1,A
SP1,11-01-2004,Osasuna,Sevilla,1,1,D
SP1,11-01-2004,Villarreal,Valladolid,3,1,H
SP1,17-01-2004,Barcelona,Ath Bilbao,1,1,D
SP1,17-01-2004,Murcia,Celta,2,2,D
SP1,17-01-2004,Valladolid,Valencia,0,0,D
SP1,18-01-2004,Ath Madrid,Sevilla,2,1,H
SP1,18-01-2004,Betis,Real Madrid,1,1,D
SP1,18-01-2004,La Coruna,Zaragoza,4,1,H
SP1,18-01-2004,Mallorca,Santander,1,1,D
SP1,18-01-2004,Osasuna,Albacete,1,1,D
SP1,18-01-2004,Sociedad,Espanol,3,1,H
SP1,18-01-2004,Villarreal,Malaga,2,0,H
SP1,24-01-2004,Albacete,Ath Madrid,1,1,D
SP1,24-01-2004,Real Madrid,Villarreal,2,1,H
SP1,25-01-2004,Ath Bilbao,La Coruna,1,0,H
SP1,25-01-2004,Celta,Sociedad,2,5,A
SP1,25-01-2004,Espanol,Betis,1,2,A
SP1,25-01-2004,Malaga,Valladolid,2,3,A
SP1,25-01-2004,Santander,Murcia,3,2,H
SP1,25-01-2004,Sevilla,Barcelona,0,1,A
SP1,25-01-2004,Valencia,Osasuna,0,1,A
SP1,25-01-2004,Zaragoza,Mallorca,1,3,A
SP1,31-01-2004,Ath Madrid,Osasuna,1,1,D
SP1,31-01-2004,Betis,Celta,1,0,H
SP1,31-01-2004,Malaga,Valencia,1,6,A
